user_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0.0006950186456222496,-0.0015730736981205337,-0.0014698668787437425,0.0020853672325531767,-0.0004977551254455124,0.0006850909218363266,0.0008107700760827629,0.0006660231583400616,-0.0030314147488413106,-0.0030314147488413106,0.0034185654336130415,0.0002899828144999252,0.0022899131966652247,0.0013048522679785838,0.0007718804301863868,-0.0020997226446277223,-0.00017887574983008688,-0.001676495476388363,-0.0008884000122328682,-0.0008884000122328682,-0.0007427001466572367,-0.0031813708003344053,-0.004196165851846555,-0.0006982990898668513,0.001121427046902776,-0.0010794863432559386,-0.0019926918958857774,-0.0019926918958857774,0.00042245135333812776,-0.0011681279515506468,-0.0011681279515506468,0.0002973446965151586
1,0.001203807606425422,-0.002724643569195023,-0.002545884114346864,0.003611961999221418,-0.0008621371669994574,0.001186612284424776,0.0014042949650318352,0.001153585949262442,-0.0052505643638067635,-0.0052505643638067635,0.005921129020016505,0.000502264968035691,0.003966246001546608,0.0022600704245104167,0.0013369361224508938,-0.003636826302298096,-0.0003098218869477197,-0.0029037753437640514,-0.0015387539586321373,-0.0015387539586321373,-0.0012863943887991619,-0.005510295863895214,-0.007267972452383734,-0.0012094895025284928,0.0019423686222175525,-0.0018697251925959759,-0.003451443607504898,-0.003451443607504898,0.0007317072077079061,-0.0020232569618271,-0.0020232569618271,0.0005150161217254631
2,0.0004914523973705766,-0.0011123310792472395,-0.0010393528374012,0.0014745773114025833,-0.0003519660245728883,0.0004844324365598329,0.0005733010187812609,0.0004709494916895397,-0.002143533925494598,-0.002143533925494598,0.0024172908000377005,0.00020504881456046543,0.0016192131496905486,0.0009226698871343167,0.0005458018864499587,-0.0014847281206272164,-0.00012648425569468928,-0.0011854613199827918,-0.0006281936730560665,-0.0006281936730560665,-0.000525168310089568,-0.002249568866385316,-0.002967137328824107,-0.0004937720217412506,0.0007929686694709505,-0.0007633121135145259,-0.0014090459523963036,-0.0014090459523963036,0.0002987182166668346,-0.0008259911958350207,-0.0008259911958350207,0.00021025445125574793
3,0.0007770544686205759,-0.0017587498613072493,-0.0016433611293732297,0.002331511445019775,-0.0005565071483225737,0.0007659549359970718,0.0009064685021218988,0.0007446365283187294,-0.003389224723202293,-0.003389224723202293,0.0038220723475449023,0.00032421064276428284,0.0025602007851586376,0.0014588691858974604,0.0008629885561992454,-0.0023475612836416078,-0.00019998916807317587,-0.0018743789245876461,-0.0009932614092821586,-0.0009932614092821586,-0.0008303640074123179,-0.0035568806855902956,-0.004691456044796065,-0.0007807221167842655,0.001253793554340726,-0.0012069024221514476,-0.002227897268706756,-0.002227897268706756,0.00047231497162543277,-0.0013060067530424402,-0.0013060067530424402,0.0003324414770785258
4,0.0006950186456222469,-0.0015730736981205515,-0.0014698668787437562,0.0020853672325531858,-0.0004977551254455317,0.0006850909218363668,0.0008107700760827706,0.0006660231583400463,-0.0030314147488413046,-0.0030314147488413046,0.0034185654336130276,0.0002899828144999193,0.0022899131966652316,0.0013048522679785788,0.0007718804301863639,-0.0020997226446277306,-0.0001788757498301017,-0.0016764954763883717,-0.0008884000122328652,-0.0008884000122328652,-0.0007427001466572359,-0.003181370800334403,-0.004196165851846535,-0.0006982990898668465,0.001121427046902787,-0.0010794863432559327,-0.0019926918958857744,-0.0019926918958857744,0.0004224513533381382,-0.0011681279515506678,-0.0011681279515506678,0.0002973446965151953
5,0.0007770544686205775,-0.0017587498613072506,-0.0016433611293732594,0.002331511445019769,-0.0005565071483225575,0.0007659549359970664,0.0009064685021218734,0.0007446365283187101,-0.003389224723202291,-0.003389224723202291,0.00382207234754488,0.00032421064276424793,0.0025602007851586285,0.0014588691858974598,0.0008629885561992403,-0.002347561283641611,-0.00019998916807317641,-0.0018743789245876429,-0.0009932614092821618,-0.0009932614092821618,-0.000830364007412301,-0.003556880685590298,-0.004691456044796079,-0.0007807221167842345,0.0012537935543407487,-0.001206902422151445,-0.0022278972687067525,-0.0022278972687067525,0.0004723149716254482,-0.0013060067530424398,-0.0013060067530424398,0.0003324414770785223
6,0.000491452397370576,-0.0011123310792472314,-0.0010393528374012119,0.0014745773114025749,-0.00035196602457288767,0.00048443243655984337,0.0005733010187812655,0.00047094949168952923,-0.002143533925494599,-0.002143533925494599,0.002417290800037704,0.00020504881456045697,0.0016192131496905434,0.0009226698871343127,0.0005458018864499578,-0.0014847281206272142,-0.00012648425569468984,-0.0011854613199827847,-0.0006281936730560673,-0.0006281936730560673,-0.0005251683100895628,-0.002249568866385316,-0.002967137328824113,-0.0004937720217412443,0.0007929686694709627,-0.0007633121135145258,-0.0014090459523963031,-0.0014090459523963031,0.00029871821666684165,-0.0008259911958350246,-0.0008259911958350246,0.00021025445125575777
7,0.0007770544686205789,-0.0017587498613072445,-0.0016433611293732208,0.00233151144501975,-0.0005565071483225614,0.0007659549359970477,0.0009064685021218579,0.0007446365283187344,-0.003389224723202298,-0.003389224723202298,0.0038220723475448923,0.00032421064276428045,0.0025602007851586507,0.0014588691858974617,0.0008629885561992378,-0.0023475612836416364,-0.00019998916807316972,-0.0018743789245876613,-0.000993261409282162,-0.000993261409282162,-0.0008303640074123242,-0.0035568806855902986,-0.0046914560447960775,-0.0007807221167842644,0.0012537935543407244,-0.0012069024221514533,-0.002227897268706766,-0.002227897268706766,0.00047231497162542627,-0.0013060067530424367,-0.0013060067530424367,0.00033244147707850235
8,0.0006019038032127091,-0.0013623217845975225,-0.0012729420571734467,0.0018059809996107238,-0.00043106858349972754,0.0005933061422123873,0.0007021474825159281,0.0005767929746312257,-0.0026252821819033934,-0.0026252821819033934,0.0029605645100082424,0.00025113248401783796,0.001983123000773315,0.0011300352122552103,0.0006684680612254538,-0.001818413151149047,-0.0001549109434738544,-0.0014518876718820242,-0.0007693769793160703,-0.0007693769793160703,-0.0006431971943995818,-0.002755147931947612,-0.0036339862261918635,-0.0006047447512642396,0.0009711843111087757,-0.0009348625962979926,-0.0017257218037524508,-0.0017257218037524508,0.00036585360385395184,-0.0010116284809135493,-0.0010116284809135493,0.00025750806086273156
9,0.0007770544686205818,-0.001758749861307263,-0.0016433611293732375,0.0023315114450197655,-0.0005565071483225669,0.0007659549359970483,0.0009064685021218753,0.0007446365283187102,-0.003389224723202294,-0.003389224723202294,0.00382207234754488,0.00032421064276426365,0.0025602007851586272,0.00145886918589745,0.0008629885561992333,-0.0023475612836416043,-0.0001999891680731694,-0.0018743789245876333,-0.000993261409282158,-0.000993261409282158,-0.00083036400741231,-0.003556880685590295,-0.004691456044796084,-0.00078072211678425,0.001253793554340753,-0.0012069024221514504,-0.0022278972687067504,-0.0022278972687067504,0.00047231497162543434,-0.0013060067530424261,-0.0013060067530424261,0.00033244147707850636
10,0.0015147580200719126,-0.0034284346404246323,-0.0032035005924507874,0.004544952513435211,-0.0010848321452232232,0.00149312104771092,0.0017670324140457877,0.0014515638206309815,-0.006606815273078962,-0.006606815273078962,0.007450590628500239,0.0006320028918843181,0.0049907501068719275,0.0028438595861842737,0.0016822743958395067,-0.0045762394086980955,-0.0003898506584797441,-0.0036538371804399838,-0.0019362229373816743,-0.0019362229373816743,-0.0016186774423158298,-0.006933636910294352,-0.009145331449267656,-0.0015219075825479982,0.002444093585001283,-0.0023526859405924006,-0.004342971299889263,-0.004342971299889263,0.0009207113788814962,-0.0025458758469672615,-0.0025458758469672615,0.000648047741753754
11,0.0011525580349149788,-0.0026086476121213223,-0.002437498464281933,0.003458190330240376,-0.0008254334942895372,0.0011360947675049776,0.0013445100668072413,0.0011044744589506915,-0.005027032652928021,-0.005027032652928021,0.005669049432286519,0.00048088209567373653,0.0037973914379109365,0.0021638526898646398,0.001280018884973128,-0.003481996088021442,-0.00029663187313995996,-0.002780153228954161,-0.0014732447521617793,-0.0014732447521617793,-0.0012316288591019597,-0.005275706631850913,-0.0069585538443385,-0.0011579980362675022,0.001859676372166416,-0.001790125583446327,-0.0033045056707175177,-0.0033045056707175177,0.0007005563156002524,-0.0019371210612100038,-0.0019371210612100038,0.0004930903958715197
