item_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
35,0.005646358168973137,-0.01277971113685398,-0.01194125497261671,0.016941603485031532,-0.004043781755223841,0.005565704959666109,0.006586727235426101,0.005410797716731447,-0.02462732983996656,-0.02462732983996656,0.027772556871433277,0.0023558315216817864,0.018603342752990953,0.010600669937434401,0.006270786258620927,-0.01705822740403945,-0.0014531934612778271,-0.013619913635377517,-0.007217395818058841,-0.007217395818058841,-0.006033724514572067,-0.02584557856130403,-0.03408981253262323,-0.005673008624000612,0.009110516397035716,-0.0087697885098911,-0.01618870549078283,-0.01618870549078283,0.0034320110186095236,-0.00948991633992633,-0.00948991633992633,0.002415639733904308
19,0.0025299060576143935,-0.005726074693127221,-0.0053503961999341555,0.007590851306246002,-0.0018118560055979955,0.0024937685975586084,0.0029512476244114676,0.0024243608907606115,-0.011034516245775174,-0.011034516245775174,0.012443766010199414,0.0010555533777811532,0.008335409854318236,0.004749733950080544,0.0028096871765709024,-0.007643105794950236,-0.0006511175576452873,-0.00610253564849446,-0.003233824857346699,-0.003233824857346699,-0.0027034693412246666,-0.011580364512491323,-0.015274274257544584,-0.0025418470549076286,0.0040820560671317885,-0.003929389601440322,-0.007253507988763549,-0.007253507988763549,0.0015377461375884896,-0.004252049926014471,-0.004252049926014471,0.0010823510328126986
145,0.0015924877764847978,-0.003604364647690749,-0.003367888116675845,0.004778176597477778,-0.0011405002699531727,0.0015697405036211335,0.0018577076224272242,0.0015260507688433839,-0.006945843774685387,-0.006945843774685387,0.007832917433845638,0.0006644340988411327,0.005246850279298326,0.0029897921443733573,0.0017686002493920287,-0.004811068978709704,-0.0004098558317942098,-0.003841333711400355,-0.0020355801517283802,-0.0020355801517283802,-0.0017017398203557784,-0.007289436253127285,-0.009614623822337806,-0.0016000042185168172,0.002569512164401425,-0.002473413939820659,-0.004565830724810792,-0.004565830724810792,0.0009679576520542841,-0.00267651737968731,-0.00267651737968731,0.0006813022896373037
36,0.0028656352876742226,-0.006485949014231955,-0.006060416396657437,0.008598189368018773,-0.0020522969579044644,0.0028247022338831317,0.003342890661779384,0.0027460838309434593,-0.01249884320452791,-0.01249884320452791,0.014095106370871933,0.0011956297737970472,0.009441553983346496,0.0053800437267024995,0.0031825445440055574,-0.008657378248301378,-0.0007375236104110642,-0.006912367930019457,-0.003662967088236106,-0.003662967088236106,-0.0030622311528294703,-0.013117127844034451,-0.017301235029773165,-0.0028791609057936696,0.004623762165804697,-0.0044508362146558995,-0.008216079166049332,-0.008216079166049332,0.0017418115514982954,-0.004816314928479775,-0.004816314928479775,0.0012259835909494048
357,0.0006019038032127136,-0.0013623217845975155,-0.0012729420571734435,0.001805980999610724,-0.00043106858349972944,0.0005933061422124028,0.0007021474825159303,0.000576792974631228,-0.0026252821819033934,-0.0026252821819033934,0.002960564510008256,0.0002511324840178399,0.0019831230007733153,0.00113003521225521,0.0006684680612254427,-0.001818413151149049,-0.0001549109434738565,-0.0014518876718820006,-0.000769376979316075,-0.000769376979316075,-0.0006431971943995616,-0.0027551479319476006,-0.0036339862261918847,-0.0006047447512642422,0.0009711843111087729,-0.0009348625962979836,-0.0017257218037524504,-0.0017257218037524504,0.00036585360385397173,-0.0010116284809135582,-0.0010116284809135582,0.0002575080608627471
32,0.0025771981140834573,-0.005833113390045757,-0.005450412261185735,0.007732748657549909,-0.0018457254041365889,0.0025403851290229235,0.003006415905813761,0.002469679969626034,-0.011240786737058122,-0.011240786737058122,0.012676379898399228,0.0010752850550890176,0.008491225392344487,0.004838521707833128,0.002862209239283412,-0.0077859799502043355,-0.0006632890326340783,-0.006216611607807051,-0.003294275413328558,-0.003294275413328558,-0.0027540058520025236,-0.011796838658165092,-0.01555979942103338,-0.002589362326905382,0.004158362784314298,-0.004002842492847471,-0.007389099311757915,-0.007389099311757915,0.0015664915437489364,-0.004331534373512089,-0.004331534373512089,0.0011025836442209733
37,0.005372363756887067,-0.012159564604384013,-0.011361795250459637,0.016119497527923753,-0.0038475537492295786,0.005295624314295755,0.0062671006013314216,0.005148234079259946,-0.0234322673662768,-0.0234322673662768,0.02642486953662512,0.0022415127602004336,0.017700599461137646,0.01008626326320212,0.005966490933593629,-0.016230462170426823,-0.001382675992113671,-0.012958995550213414,-0.006867165445705183,-0.006867165445705183,-0.00574093281564232,-0.02459139951509292,-0.03243557490484991,-0.005397720975541872,0.0086684207117632,-0.008344226939941383,-0.015403134559814353,-0.015403134559814353,0.0032654697165567788,-0.009029409944389388,-0.009029409944389388,0.002298418727213657
311,0.0006019038032127138,-0.0013623217845975214,-0.0012729420571734355,0.0018059809996107195,-0.0004310685834997299,0.0005933061422123819,0.0007021474825159328,0.0005767929746312122,-0.002625282181903384,-0.002625282181903384,0.00296056451000825,0.00025113248401784305,0.0019831230007733027,0.0011300352122552081,0.0006684680612254481,-0.0018184131511490428,-0.00015491094347385128,-0.001451887671882002,-0.0007693769793160637,-0.0007693769793160637,-0.0006431971943995926,-0.0027551479319476097,-0.0036339862261918665,-0.0006047447512642434,0.0009711843111087869,-0.0009348625962979913,-0.0017257218037524493,-0.0017257218037524493,0.0003658536038539398,-0.0010116284809135413,-0.0010116284809135413,0.0002575080608627267
312,0.00034750932281112,-0.0007865368490602722,-0.0007349334393718812,0.0010426836162765929,-0.0002488775627227617,0.00034254546091818457,0.00040538503804138755,0.00033301157917001975,-0.001515707374420647,-0.001515707374420647,0.0017092827168065166,0.00014499140724996007,0.0011449565983326117,0.0006524261339892932,0.0003859402150931797,-0.0010498613223138655,-8.943787491505102e-05,-0.0008382477381941799,-0.0004442000061164311,-0.0004442000061164311,-0.00037135007332861217,-0.0015906854001671964,-0.002098082925923269,-0.00034914954493342357,0.0005607135234513935,-0.0005397431716279576,-0.0009963459479428835,-0.0009963459479428835,0.00021122567666907274,-0.0005840639757753323,-0.0005840639757753323,0.0001486723482576003
323,0.0010425279684333556,-0.0023596105471808,-0.002204800318115638,0.003128050848829776,-0.0007466326881682675,0.0010276363827545444,0.001216155114124177,0.0009990347375100543,-0.004547122123261941,-0.004547122123261941,0.005127848150419545,0.0004349742217498879,0.0034348697949978255,0.0019572784019678863,0.0011578206452795307,-0.003149583966941566,-0.0002683136247451576,-0.002514743214582531,-0.0013326000183492947,-0.0013326000183492947,-0.0011140502199858315,-0.004772056200501567,-0.006294248777769802,-0.0010474486348002784,0.0016821405703541868,-0.0016192295148838736,-0.0029890378438286493,-0.0029890378438286493,0.0006336770300072211,-0.0017521919273259798,-0.0017521919273259798,0.0004460170447727991
